claim_id,suspicious_score,is_fraud,flagged_by,review_status,review_date,reviewer,notes,risk_level,escalated
CLM107153,0.6708173220896287,0,manual,cleared,2025-04-16,Kelly Moore,Impact note material something.,low,yes
CLM107154,0.04175371264524308,0,system,cleared,2024-07-29,Jesse Morton,North future training behind.,low,yes
CLM107155,0.14035008132161653,0,manual,confirmed,2025-05-19,Diana Williams,Much everything operation perhaps.,medium,no
CLM107156,0.42540508976985303,0,system,pending,2024-11-17,Kathleen Ortiz,Company end number order could identify.,medium,yes
CLM107157,0.7047857156313632,0,system,cleared,2024-09-04,Scott Harris,Support girl black debate either.,high,yes
CLM107158,0.5796886380576103,1,system,cleared,2025-05-17,Keith Rodriguez,Be control expert teach.,medium,yes
CLM107159,0.14395967927937425,0,audit,pending,2024-11-03,Curtis Webb,Into adult about factor produce.,medium,no
CLM107160,0.4848686289392402,0,audit,pending,2025-06-16,Joshua Allen,Board mouth note miss sometimes.,medium,no
CLM107161,0.18265351002535601,0,system,cleared,2024-11-01,Amanda Baldwin,Trouble mouth out serve.,high,no
CLM107162,0.14271762129069998,0,manual,pending,2024-08-04,Jim Williams,Choose child happen crime walk team establish.,medium,yes
CLM107163,0.503834842467253,0,audit,pending,2024-10-18,Amber Duarte,At thank road individual.,medium,yes
CLM107164,0.742269995999965,1,audit,pending,2025-05-07,Joshua Lewis,One enough town.,low,yes
CLM107165,0.7101392075025482,0,system,cleared,2025-03-26,William Beard,Rule oil mind most.,high,no
CLM107166,0.13989119194490018,0,manual,cleared,2025-05-06,Laura Ellis,Picture discover crime someone scientist.,medium,no
CLM107167,0.7082647233885656,1,audit,pending,2025-01-25,Jennifer Swanson,None own hour similar share short.,low,yes
CLM107168,0.09589140069329627,0,audit,pending,2025-05-19,Stephanie Choi,Use general image win.,high,no
CLM107169,0.847386520722101,0,system,cleared,2025-01-27,Robert Nichols,Air kitchen building seven.,high,yes
CLM107170,0.4775800250540846,0,audit,confirmed,2024-09-05,Matthew Guzman,Represent area nothing usually view every.,low,no
CLM107171,0.932948896719516,0,manual,cleared,2024-09-24,Anna Scott,Indicate notice free knowledge.,medium,yes
CLM107172,0.030382772267985914,0,manual,confirmed,2025-06-18,William Obrien,Money draw economy military.,low,no
CLM107173,0.6963965505860422,0,audit,pending,2025-06-25,Jennifer Reynolds,Wide leg democratic alone however.,high,no
CLM107174,0.4584418214971654,0,audit,cleared,2025-07-08,Jessica Evans,So college interesting.,high,yes
CLM107175,0.8647090719998601,0,audit,pending,2024-12-09,Tammy Vazquez,Main price foreign up.,medium,no
CLM107176,0.26203594668055197,0,system,cleared,2024-10-31,Christian Lopez,Game rule hour since.,low,no
CLM107177,0.23604661671339433,0,system,pending,2025-04-07,Kimberly Hale,Size when people enjoy yet budget over.,medium,yes
CLM107178,0.5647557154213699,0,system,confirmed,2025-03-06,Robert Murphy,Family road reach open.,medium,yes
CLM107179,0.8913673404924856,0,manual,cleared,2025-04-06,Dennis Brown,Picture kind general piece travel rate.,high,no
CLM107180,0.9279550533716971,0,manual,pending,2024-09-25,Gregory Ferrell,Glass American carry kind.,medium,no
CLM107181,0.44465262364191716,0,manual,confirmed,2025-05-12,Alyssa Peck,Vote could level enjoy.,medium,no
CLM107182,0.33383339608575135,0,manual,confirmed,2025-05-29,Mariah Davis,Later party consumer.,low,yes
CLM107183,0.390238408830092,0,system,pending,2025-01-17,Jennifer Hill MD,Such worker forget value against.,low,no
CLM107184,0.6900881175938552,0,system,cleared,2024-12-01,Nathan Nelson,Add election decide sell.,low,yes
CLM107185,0.6736392475535684,0,audit,confirmed,2025-03-13,Charles Archer,Anything perhaps indicate want.,low,yes
CLM107186,0.16080534954319092,0,audit,cleared,2025-02-26,Shawn Crawford,Meeting interesting difficult though capital teacher look newspaper.,low,yes
CLM107187,0.9594113205352469,0,manual,cleared,2025-07-12,Caleb Williams,Sea Congress peace sound hot yet statement believe.,low,no
CLM107188,0.8618475387375459,0,manual,pending,2024-07-29,Daniel Pearson,Structure voice inside visit serve program why authority.,medium,no
CLM107189,0.9513151777789997,0,system,confirmed,2024-10-02,Jonathan Clark,Wish stuff thought send such.,low,no
CLM107190,0.865068620842392,0,manual,pending,2024-07-19,Erika Munoz,Lay ball always grow explain.,high,no
CLM107191,0.3970088953650128,0,audit,confirmed,2025-05-18,Cheryl Burton,Scene you reality per loss.,high,yes
CLM107192,0.47351972036687395,0,audit,confirmed,2024-08-22,Heather Dixon,Reduce per establish order also determine team recent.,high,no
CLM107193,0.9476728334013942,0,system,cleared,2025-03-24,Joshua Buchanan,Least sign serious send board environmental along city.,high,yes
CLM107194,0.829190275680113,0,audit,pending,2025-06-24,Melissa Liu,On course music benefit break itself language process.,low,yes
CLM107195,0.0958653859575499,0,audit,cleared,2025-05-19,Leonard Jones,Chance control career respond month.,medium,no
CLM107196,0.5182554857598121,0,system,confirmed,2025-01-25,Joseph Flores,Purpose foot source region.,high,no
CLM107197,0.44445021617392055,1,manual,pending,2024-09-15,Benjamin Russell,Suffer write prevent cold across well design area.,low,no
CLM107198,0.7460006968330497,0,system,confirmed,2024-10-05,Terri Weaver,Carry man bar red site treatment war.,medium,no
CLM107199,0.7874634954697333,0,system,pending,2025-04-18,Kristen Frost,Memory perform deal main much process employee.,low,yes
CLM107200,0.5723743727727693,0,manual,confirmed,2025-07-09,Traci Knapp,More treat church ten onto Mr year outside.,low,yes
CLM107201,0.4474659383009618,0,audit,confirmed,2025-02-13,Roy Arias,Analysis woman against teacher education protect.,low,no
CLM107202,0.9739810519345626,0,audit,confirmed,2024-08-18,Shawn Barrett Jr.,Way green government official onto mother baby.,low,yes
CLM107203,0.4072718614202384,0,audit,confirmed,2024-10-24,Anthony Stein,Human create blue necessary actually edge.,medium,yes
CLM107204,0.4025306023853783,0,manual,cleared,2025-03-30,Amanda Lewis,Boy because window event ball.,low,yes
CLM107205,0.1906141522623208,0,system,cleared,2024-09-18,Kirk Wallace,Kind six yourself.,medium,no
CLM107206,0.005989269421168175,0,manual,pending,2025-03-22,Isabel Newman,Keep tell movie against beat hospital.,medium,no
CLM107207,0.27272852919963386,0,manual,pending,2024-12-02,Laura Johnson,These set forget professional agreement either.,low,no
CLM107208,0.9882450510397632,0,manual,pending,2024-09-23,Nicholas Phelps,Role eight Republican performance Congress husband.,high,yes
CLM107209,0.5269940169064855,0,manual,pending,2024-10-03,David Martinez,Win fund authority nice challenge both.,medium,yes
CLM107210,0.24619625395983702,1,manual,confirmed,2024-11-29,Susan Hodges,Strategy like for heavy Congress agent analysis.,medium,no
CLM107211,0.566114742376939,1,manual,cleared,2024-08-07,Caitlin Calderon,Art their though two.,low,yes
CLM107212,0.6270923444498596,0,system,confirmed,2025-07-09,Bernard Horne,Concern all watch.,low,yes
CLM107213,0.6999372595584967,0,audit,confirmed,2024-11-11,Catherine Jackson,Second scene everything than own institution.,low,yes
CLM107214,0.7582689931645952,0,audit,pending,2024-10-22,Mitchell Becker,Size oil court about.,medium,yes
CLM107215,0.19274341950836926,0,audit,pending,2024-10-11,Jamie Mitchell,Blood whose voice age degree because.,low,no
CLM107216,0.8055618010937216,0,audit,cleared,2024-12-08,Darius Jackson,A Congress above name.,medium,yes
CLM107217,0.9858463882438974,0,manual,pending,2024-12-27,Nicholas Walker,Central help happy cover.,high,no
CLM107218,0.021452461246598387,0,audit,cleared,2025-04-20,Albert Hardin,Single either single structure.,medium,yes
CLM107219,0.642449883643338,0,manual,confirmed,2025-04-29,Shannon Alvarado,Spring simply challenge none forward nice thank let.,low,no
CLM107220,0.8578175755089003,0,audit,confirmed,2024-07-22,Valerie Rogers,Medical class effect detail service test.,low,no
CLM107221,0.07035775654100973,0,manual,pending,2024-12-29,Brian Haynes,Red can budget themselves.,high,no
CLM107222,0.5227354008210915,0,system,pending,2025-07-02,David Castro,Soon it sister member boy per.,medium,no
CLM107223,0.6129540109244096,0,audit,pending,2025-02-10,Richard Garcia,Including southern once painting which miss.,high,yes
CLM107224,0.3902345832079631,0,manual,pending,2024-10-28,Cody Webb,Appear next ground sure claim top.,low,yes
CLM107225,0.1585396874095173,0,audit,cleared,2025-05-29,David Bailey,Rate serious sport lead.,low,yes
CLM107226,0.16338880158362734,0,manual,cleared,2024-10-01,Kimberly Walton DDS,Address standard bed listen dream system keep.,low,no
CLM107227,0.898245315172862,0,audit,pending,2024-12-29,Amber Wiley,Wait card lose model take front wide.,high,no
CLM107228,0.18313074491017634,0,manual,confirmed,2025-05-10,Elizabeth Robinson,Enough rock media program different source police.,medium,yes
CLM107229,0.7522823101855438,0,audit,confirmed,2024-11-28,Sheri Little,Chair condition personal card politics difficult still.,medium,yes
CLM107230,0.1728560507025928,0,audit,pending,2024-08-25,Anthony Scott,Play pull include born.,high,yes
CLM107231,0.9998474423688188,0,audit,pending,2024-09-24,Craig Griffin,Social cultural receive box piece get indicate.,high,no
CLM107232,0.818417169593579,1,manual,confirmed,2024-11-03,Hannah Ho,Teacher herself woman account economic.,low,no
CLM107233,0.48217258329251345,0,system,cleared,2025-03-17,Louis Mills,Clear administration much team who billion stage time.,low,yes
CLM107234,0.7605490629866815,0,system,cleared,2024-12-14,Zachary Cox,Run its contain foot.,medium,no
CLM107235,0.2933073283603298,0,manual,pending,2025-06-24,Michelle Perez,Check senior quickly the least open.,high,yes
CLM107236,0.8577221825015067,0,manual,pending,2024-09-18,Amanda Henderson,Skill ever fine simply professor.,low,yes
CLM107237,0.9472881805722141,0,manual,pending,2024-11-27,Leslie Mcfarland,Think factor program.,low,yes
CLM107238,0.9226904995431572,0,system,confirmed,2025-06-10,Joseph Robinson,Third article doctor create job local.,low,no
CLM107239,0.3001858522405303,0,audit,confirmed,2025-03-02,Kim Taylor,Behavior us protect standard newspaper at point.,high,yes
CLM107240,0.8408782907773491,0,system,pending,2024-08-25,Ashlee Burgess,Reduce meeting hope.,high,yes
CLM107241,0.3765437665328474,0,manual,confirmed,2025-05-24,Jeffrey Bartlett,Thought hold sure idea.,low,no
CLM107242,0.2066660627971908,0,manual,cleared,2024-09-15,Nicholas Cook,Material sport minute what city parent.,high,yes
CLM107243,0.4441809525657383,0,system,cleared,2024-07-29,Linda Thomas,Still sea difference again far amount magazine.,medium,no
CLM107244,0.0374449618297128,0,system,confirmed,2025-07-12,Aaron Rodriguez,Body professional century produce these author.,high,no
CLM107245,0.44322195097397776,0,manual,pending,2024-08-28,Roger Hudson,Consider right read my such itself.,medium,no
CLM107246,0.7251259261990695,0,system,pending,2024-08-19,Nathan Andrews,Through eye ahead want throughout heart.,high,no
CLM107247,0.3544441735523788,0,manual,pending,2024-07-21,Shawn Ray,Option new executive expert.,medium,yes
CLM107248,0.818750429533014,0,system,pending,2024-10-31,Carrie Compton,Only itself hit study manager whole somebody.,low,no
CLM107249,0.8828807374454286,0,system,pending,2025-06-01,Emily Hartman,Story special produce there phone thank leave order.,medium,no
CLM107250,0.7573174935129686,0,manual,cleared,2025-02-09,Brandon Paul,Whether can full card thank board into.,medium,no
CLM107251,0.8861414181657226,0,manual,cleared,2025-05-14,Christopher Peterson,Whose none dark source.,low,yes
CLM107252,0.6394065078179124,0,manual,pending,2024-11-05,Alex Shaw,Game everything will condition.,high,no
CLM107253,0.6469309527331497,0,audit,cleared,2024-08-08,Shelly Hall,Among agree score.,medium,yes
CLM107254,0.7255912481951146,0,system,confirmed,2025-04-13,Adriana Johnson,Rise traditional we general media near debate pay.,low,yes
CLM107255,0.9122273359946109,0,manual,confirmed,2024-11-25,Dustin Chandler,Morning life remain art push.,medium,no
CLM107256,0.784951222065204,0,manual,cleared,2024-11-29,Mark Clark,Common will could north.,high,yes
CLM107257,0.8574055666115179,0,manual,cleared,2025-01-31,Anne Martin,Himself item fire.,low,no
CLM107258,0.2041679693437778,0,audit,cleared,2024-08-20,Tyler Martinez,Partner official cost process marriage around.,high,yes
CLM107259,0.18207729242245763,0,manual,cleared,2025-06-29,Jill Santos,Key fight service black network between.,low,no
CLM107260,0.4801587900504105,0,system,pending,2024-12-15,Kelly Phillips,Instead admit other decision senior.,low,no
CLM107261,0.044887727947838574,0,system,pending,2024-07-31,David Grimes,Form expert parent real international.,low,yes
CLM107262,0.18829086761654856,0,system,pending,2024-09-05,Julia Smith,Across figure none market.,high,yes
CLM107263,0.849910305914331,0,system,pending,2025-01-29,Robert Jones,Indicate type baby low.,high,yes
CLM107264,0.5211905434947566,0,system,confirmed,2024-09-05,Margaret Stephenson,Model anyone network performance this entire.,low,no
CLM107265,0.3113745673271413,0,manual,cleared,2025-05-05,Duane Hooper,Significant manager range morning full successful ready.,medium,yes
CLM107266,0.25549692206148933,0,system,pending,2025-02-28,Cathy Moore,Finally next training grow claim great leg minute.,low,yes
CLM107267,0.04422641853690601,0,system,confirmed,2024-10-18,Maria Smith,Lawyer he fear man tree run dog play.,high,yes
CLM107268,0.594365878220959,0,system,confirmed,2025-05-13,Matthew Taylor,Kitchen computer soldier source.,high,yes
CLM107269,0.9411454069075533,0,manual,pending,2024-09-03,Kelly Mcdonald,Agreement special world evening industry.,medium,yes
CLM107270,0.9639331764706575,0,manual,confirmed,2025-05-17,Kevin Green,Fill former of.,high,yes
CLM107271,0.7430534457443958,0,system,pending,2025-05-27,Kevin Tran,Meet movie color become laugh main.,high,yes
CLM107272,0.9836537291099108,0,manual,cleared,2025-05-23,Joshua Rogers,End to sit nor.,medium,yes
CLM107273,0.8578041143364384,0,audit,cleared,2024-12-18,Lucas Weiss,Admit kind art.,low,yes
CLM107274,0.4250582415477189,0,system,cleared,2025-06-06,Stacy Diaz,Young make born dark edge.,low,yes
CLM107275,0.4833066150718046,0,system,pending,2024-11-02,Adam Jackson,Reveal service agent.,high,yes
CLM107276,0.3202454481930478,0,system,pending,2024-08-08,Emily Christian,Television anyone see available necessary water.,low,no
CLM107277,0.7182369336591726,0,audit,cleared,2025-04-10,Carlos Pope,Industry computer quickly yeah what few.,low,no
CLM107278,0.7489921146578831,0,system,cleared,2025-06-14,Joan Anderson,Much mind responsibility financial throughout for.,high,no
CLM107279,0.9102539001573965,0,system,pending,2024-09-25,Laura Foster,National already show get.,low,yes
CLM107280,0.6838503033107884,0,audit,confirmed,2025-01-18,James Jones,Pressure race manager food bag crime line.,low,yes
CLM107281,0.06270254680621956,0,manual,confirmed,2025-05-29,Danny Simmons,Opportunity always itself down window dog agreement.,medium,yes
CLM107282,0.701607831953588,0,audit,confirmed,2025-05-07,Nicholas Acosta,How factor news specific fear environmental audience.,medium,yes
CLM107283,0.3435737901650867,0,manual,confirmed,2025-03-05,Bruce Wilson,Out ask thousand act.,medium,yes
CLM107284,0.8450508416310886,0,system,pending,2024-11-14,Pedro Washington,Sea Mrs thus land live unit.,high,yes
CLM107285,0.09532805247335152,0,system,cleared,2025-07-18,Dr. Robert Baxter MD,Film site go feel fire staff force answer.,medium,yes
CLM107286,0.008491493848084675,0,audit,cleared,2024-09-11,Sara Montes,Owner one heart PM remain good blood.,medium,yes
CLM107287,0.14477060071373815,0,audit,confirmed,2025-07-07,Kiara West,Sense hit court minute simple stand.,high,no
CLM107288,0.9766798853900156,0,system,pending,2024-10-22,Kristina Gill,Trouble through coach board.,medium,yes
CLM107289,0.6904313062218548,0,system,confirmed,2024-09-12,Briana Sampson,Nature quality kind Mrs election.,medium,yes
CLM107290,0.12865022755375166,0,system,confirmed,2025-01-14,Michael Jones,Any spring decide room particularly.,high,no
CLM107291,0.05223002169176483,0,system,cleared,2024-08-14,Jamie Schaefer,May increase find various itself.,high,yes
CLM107292,0.08071582853468118,0,audit,cleared,2024-07-25,Timothy Powell,Campaign address window size detail drive with agent.,high,no
CLM107293,0.14434671320445824,0,audit,confirmed,2024-12-01,Melissa Barnes,Avoid light face ago.,low,no
CLM107294,0.29579498625066947,0,system,confirmed,2024-12-20,Rose Rowe,Door with consider.,low,yes
CLM107295,0.4210120969988017,0,system,pending,2025-04-12,George Horton,Good stage kitchen stock.,medium,no
CLM107296,0.664071002482996,0,system,cleared,2024-09-25,Mark Tucker,Loss suddenly list until.,high,yes
CLM107297,0.037301212238076475,0,system,pending,2025-01-20,Jimmy Bradley,Player worry fast senior big box.,medium,yes
CLM107298,0.1243930986499977,0,audit,confirmed,2024-08-02,James George,South name go mention she around rock.,medium,yes
CLM107299,0.8078520659694833,0,system,cleared,2024-10-27,Jose Beasley,Century book help.,medium,no
CLM107300,0.6815904495831404,0,system,pending,2025-06-18,William Bolton,Nearly part instead whom leave throughout listen.,low,yes
CLM107301,0.5097307293119617,0,system,pending,2025-06-24,Jennifer Castillo,Include wind response individual why kid.,low,yes
CLM107302,0.5466140387882612,0,manual,pending,2025-04-07,Andrew Bryant,Us fear suffer teacher fear could.,high,yes
CLM107303,0.3086067562424074,0,system,confirmed,2025-01-25,Bethany Cross,Perform live short myself arrive visit.,medium,no
CLM107304,0.09750826326495132,0,system,confirmed,2025-01-20,Carla Rivera,Air thus just particular meeting apply.,high,yes
CLM107305,0.07674700631234566,0,system,pending,2024-12-06,Sarah Snow,Phone then claim remember population fire explain.,high,no
CLM107306,0.6073092839427497,0,audit,confirmed,2024-07-28,Benjamin Ruiz,Night water to though.,high,yes
CLM107307,0.6203744997131098,1,manual,pending,2024-07-23,Isaac Edwards,Control white summer leader style cold opportunity.,high,no
CLM107308,0.5216283547247081,0,system,confirmed,2025-06-10,Samuel Riley,Offer would piece run parent continue deal.,high,yes
CLM107309,0.78263733502353,1,manual,cleared,2025-01-18,Tina Nguyen,Option drive message north young note value.,high,yes
CLM107310,0.7608992164233479,0,manual,confirmed,2024-12-11,Destiny Livingston,Tend mean network image service.,medium,yes
CLM107311,0.8039569016680637,0,manual,confirmed,2025-03-17,Brian Lowery,Meet sound store rather himself around.,high,yes
CLM107312,0.5536009497403453,0,manual,cleared,2024-09-06,Anna Stewart,Dog past form happy per both letter.,low,yes
CLM107313,0.20357849774636005,0,system,confirmed,2025-05-12,Joseph Cohen,City push manage figure model manager area.,high,yes
CLM107314,0.2318648649576821,0,audit,confirmed,2025-04-23,Jessica Smith,War hundred half show medical it.,low,yes
CLM107315,0.19399630282088898,0,audit,cleared,2025-07-03,Daniel Armstrong,Down idea blue level we feeling.,medium,yes
CLM107316,0.6040238063436831,0,manual,confirmed,2025-01-08,Charles Chang DVM,Conference another generation particularly media adult.,medium,yes
CLM107317,0.7512077176573324,0,manual,confirmed,2025-02-06,Taylor Gibson,Almost approach between pull fine their dog.,medium,yes
CLM107318,0.6992426454202988,0,audit,cleared,2024-08-18,Pamela Hamilton,Senior money answer matter hotel picture.,medium,no
CLM107319,0.2532829708307821,0,audit,pending,2025-03-17,Michael Wood,Book seek short environmental visit couple.,high,yes
CLM107320,0.8779093517896611,0,audit,confirmed,2024-12-02,Lauren Lawrence,Trade always series month fund situation.,medium,no
CLM107321,0.729850757921046,0,manual,confirmed,2024-08-27,Rachel Alvarado,Newspaper also now year.,low,no
CLM107322,0.0027711505108106715,0,system,confirmed,2025-02-18,Dana Reynolds,Candidate star medical week she.,high,no
CLM107323,0.9838513277366873,0,audit,confirmed,2024-08-25,Trevor Horne,Picture along matter indicate under.,high,no
CLM107324,0.7080360946679353,0,audit,pending,2025-01-13,David Livingston,End share water relate.,medium,yes
CLM107325,0.6537719845305805,0,audit,pending,2025-03-13,Clayton Donovan,Boy before large agent information.,medium,yes
CLM107326,0.22581853467796453,0,system,pending,2024-12-19,Laurie Williams,Look enjoy contain card food perhaps.,medium,no
CLM107327,0.3322930152635757,0,audit,cleared,2024-07-18,Paul Mitchell,Society manage people national.,low,yes
CLM107328,0.22770180161904874,1,system,pending,2025-04-25,Vanessa Cochran,Expert create store region growth.,high,yes
CLM107329,0.16483116101653572,0,audit,cleared,2025-02-15,Katelyn Rivera,Pay official increase eat attorney personal.,high,yes
CLM107330,0.2825236922391505,0,manual,pending,2024-11-25,Michael Jordan,Born watch strong able reveal among.,medium,no
CLM107331,0.9087764334168051,0,manual,confirmed,2025-03-23,Victoria Parker,Beyond try fund so whether serious always.,medium,no
CLM107332,0.6020506562009166,0,manual,pending,2024-12-12,Ashley Baker,Usually generation man several until hour clearly.,high,no
CLM107333,0.6242122019897646,0,audit,pending,2025-02-07,James Hogan,Available site prove edge.,low,yes
CLM107334,0.3034591835106015,0,manual,pending,2025-02-28,Anna Richardson,Pretty class almost true.,low,yes
CLM107335,0.5994849839205376,0,manual,confirmed,2025-04-15,Isabella Campbell,Million try detail.,low,yes
CLM107336,0.6425481775217321,1,system,pending,2025-02-05,Trevor Pennington,Card chance reduce close available.,high,no
CLM107337,0.6925568938180975,0,manual,cleared,2024-10-17,Amber Black,Memory project usually century question yeah free.,medium,no
CLM107338,0.6698834717202231,1,system,pending,2025-04-29,William Robinson,Quality design baby wall girl.,medium,yes
CLM107339,0.5718979526502024,0,system,cleared,2025-05-06,John Trujillo,Education financial image.,medium,yes
CLM107340,0.7411520699750214,0,audit,pending,2024-10-23,Jennifer Maxwell,Over participant chair single.,high,yes
CLM107341,0.9555972334682238,0,manual,pending,2025-06-19,Bradley Smith,Partner pay set close performance.,medium,no
CLM107342,0.7711361090828047,0,system,cleared,2025-06-23,Emily Williams,Once office pay.,low,no
CLM107343,0.26250929687446,0,system,confirmed,2024-07-28,Katie Baker,Agreement measure health attention despite.,low,yes
CLM107344,0.970326033723896,0,system,cleared,2024-10-29,Scott Dixon,Turn already choose do better make consider.,medium,no
CLM107345,0.8074634474124315,0,system,pending,2024-09-08,Alexander Ellis,Role far where father sort than.,low,no
CLM107346,0.03947989423888121,0,manual,confirmed,2025-05-01,Scott Murray,Serious hour floor clearly local small radio.,medium,no
CLM107347,0.5913866149713125,0,audit,cleared,2025-02-13,Susan York,Your always guess.,medium,yes
CLM107348,0.9524925597044885,0,audit,confirmed,2025-02-04,Jennifer Mckinney,Movement far kitchen travel foreign.,low,no
CLM107349,0.6174406176567677,0,manual,confirmed,2024-09-23,Charles Wade,Hour lot call natural machine small human begin.,high,no
CLM107350,0.85488254918868,0,audit,pending,2025-04-08,Christopher Andrade,Glass many everyone now half study member college.,medium,yes
CLM107351,0.762224685520573,0,audit,confirmed,2024-12-20,David Garrison,Myself own story three father.,high,no
CLM107352,0.5830904968778383,0,audit,pending,2025-06-18,Suzanne Gates,Pattern section artist expect outside stop.,low,yes
CLM107353,0.36094617424219677,1,manual,cleared,2025-03-28,Madison Joyce,Sound whole recent without interest.,low,yes
CLM107354,0.41862615691416727,0,system,pending,2024-07-30,Ian Parker,Buy reflect case market fill the magazine final.,low,no
CLM107355,0.38839611154609444,0,audit,confirmed,2025-03-22,Jason Tran,Management think speech try pull.,medium,no
CLM107356,0.49940354592336833,0,audit,pending,2025-06-17,Michael Pace,Movie bed scientist thing.,high,no
CLM107357,0.14211378932712482,0,system,confirmed,2025-04-04,Tammy Garcia,Wait financial economy.,low,no
CLM107358,0.13814117209777987,0,manual,cleared,2025-05-02,John Pope,None follow meeting.,medium,no
CLM107359,0.1613403853766101,1,system,pending,2025-02-02,Jacqueline Robinson,Focus attention wind season must.,medium,yes
CLM107360,0.10143960866864188,0,manual,pending,2024-07-24,Heather Hart,Past yourself family few early.,high,yes
CLM107361,0.6937133049280894,0,audit,confirmed,2025-03-22,Isaac Lucas,Blue main present successful up against.,high,yes
CLM107362,0.12370655860162894,0,system,confirmed,2025-01-07,Daniel Moore,Just program wish.,medium,yes
CLM107363,0.3320038270914685,0,system,cleared,2025-06-09,James Williams,Success letter business situation specific.,medium,yes
CLM107364,0.5909304236650675,0,manual,cleared,2025-04-30,Kimberly Newton,Campaign girl cultural without agent civil skin.,low,no
CLM107365,0.24816721862715618,0,manual,cleared,2025-01-19,Ashley Cooper,Deep material economic idea final change.,medium,no
CLM107366,0.7865431258154161,0,manual,cleared,2024-09-27,Michael Sanchez,Wrong effect use there.,low,yes
CLM107367,0.680881241951186,0,system,cleared,2025-01-28,Julia Rojas,Policy huge ever recently contain fall.,high,yes
CLM107368,0.06870668860902052,0,system,confirmed,2025-05-17,Amanda Wright,Career now for reality pick everyone ball activity.,low,no
CLM107369,0.15905559325544594,0,audit,cleared,2025-01-02,Dr. Abigail Macdonald,Eight generation will.,high,yes
CLM107370,0.23802999869491792,0,system,cleared,2025-03-07,Angelica Palmer,Involve raise sure material ago local whom.,high,no
CLM107371,0.7926053836452781,0,manual,confirmed,2025-01-23,Kurt Smith,Either into itself sister her market pressure.,high,yes
CLM107372,0.8059480636633811,0,audit,confirmed,2025-01-09,Joshua Ayers,Before seem various modern surface western.,medium,no
CLM107373,0.1867305930337011,0,audit,pending,2024-11-16,Charlene Davidson,Across analysis reach major market.,low,no
CLM107374,0.06866645208745803,0,manual,cleared,2024-09-01,Emily Wallace,Rich take help so treatment or.,low,no
CLM107375,0.6320605717151739,0,audit,confirmed,2025-05-27,Michael Williams,Suffer worry economy million herself community son.,high,yes
CLM107376,0.12268116461197742,0,manual,confirmed,2024-09-10,Lori Williams,Before pick later watch across who local.,medium,yes
CLM107377,0.32857069383895376,0,audit,cleared,2025-05-14,Jessica Armstrong MD,You bag enough accept.,high,yes
CLM107378,0.4410547191951687,0,system,pending,2025-04-26,Melinda Brown,Foreign own threat successful security oil future man.,high,yes
CLM107379,0.4094489388102148,0,system,cleared,2025-07-05,Scott King,At group upon dinner.,medium,yes
CLM107380,0.8762426404584056,1,manual,confirmed,2024-11-20,Stacey Stanley,Cover why attack piece future.,medium,yes
CLM107381,0.33222766206859355,0,manual,confirmed,2025-06-07,Heidi Harris,Nothing leave situation article surface worker test.,high,no
CLM107382,0.6455702753886715,0,manual,pending,2025-05-01,Richard Leblanc,Today wonder so.,low,no
CLM107383,0.5981986454483189,0,audit,cleared,2025-04-26,Melissa Perez,Market too education bag.,high,no
CLM107384,0.3883341394463504,0,audit,confirmed,2024-11-01,Matthew Rich,Bar per sit want.,low,no
CLM107385,0.922324603509865,0,manual,confirmed,2025-01-15,Maria Gomez,Source commercial serious.,medium,yes
CLM107386,0.488089401778556,0,audit,pending,2024-07-28,Tony Smith,Place ago director lawyer own loss crime.,low,yes
CLM107387,0.31167552963231593,0,audit,confirmed,2024-10-22,Brian Brown,Little service take treat since left.,high,no
CLM107388,0.9870595982582344,0,system,confirmed,2025-04-15,Hailey Foster DVM,Option usually behind draw in.,low,no
CLM107389,0.2685203272342285,0,audit,confirmed,2025-04-14,David Martin,Provide no former someone well nice like.,medium,yes
CLM107390,0.3755983325733354,0,manual,confirmed,2025-02-24,Dr. Stephen Lamb,My war fish.,low,no
CLM107391,0.845326979334515,0,audit,confirmed,2025-04-09,Dawn Williams,Majority step news.,high,yes
CLM107392,0.6707162521503132,0,manual,pending,2025-07-05,Benjamin Hamilton,Religious seek particularly off.,low,yes
CLM107393,0.8303606762375354,0,audit,pending,2025-06-09,Stephen Hancock,Sort explain maybe change.,medium,no
CLM107394,0.8127292895375139,0,system,cleared,2025-03-25,Brittany Carter,Something reduce size set husband.,low,yes
CLM107395,0.5596422279472604,0,audit,confirmed,2025-06-23,Mary Payne,Sure among region system difficult product.,medium,no
CLM107396,0.035877559436967243,0,system,pending,2024-10-03,Kyle Wells,Civil decide than question.,medium,no
CLM107397,0.19579235559589359,0,audit,cleared,2025-05-22,Wendy Anderson,Rate white few.,high,yes
CLM107398,0.4191308750517897,0,system,pending,2024-09-02,Charles James,Road maintain with play language process.,high,no
CLM107399,0.6622314522197852,0,audit,cleared,2024-08-24,Robert Smith,Onto model recently child high performance fund.,medium,no
CLM107400,0.26780983222273347,0,manual,pending,2025-05-30,Jane Walker,Government sit leader especially resource look time size.,medium,no
CLM107401,0.9329034988194878,0,system,cleared,2024-10-31,Phillip Bradshaw,Street house player figure reality standard enjoy might.,low,yes
CLM107402,0.9498841454293417,0,system,pending,2024-11-23,Mitchell Herrera,Development either trade role.,high,no
